50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 13, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, 44, United-States, >50K
44, Private, HS-grad, Never-married, Other-service, White, Female, 24, United-States, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, White, Male, 97, United-States, >50K
37, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, >50K
23, Private, Assoc-voc, Separated, Exec-managerial, White, Female, 40, United-States, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, 52, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Other-service, Black, Male, 35, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, <=50K
27, Private, HS-grad, Never-married, Transport-moving, White, Male, 40, United-States, <=50K
35, Local-gov, HS-grad, Never-married, Adm-clerical, Amer-Indian-Eskimo, Male, 55, United-States, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, White, Male, 40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, White, Male, 70, United-States, <=50K
34, Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, 45, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, 50, United-States, <=50K
26, Local-gov, Masters, Never-married, Prof-specialty, White, Female, 40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
40, Private, Some-college, Separated, Craft-repair, White, Male, 47, United-States, >50K
53, Private, 7th-8th, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male, 40, Vietnam, <=50K
58, Federal-gov, Some-college, Married-civ-spouse, Tech-support, Asian-Pac-Islander, Male, 40, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Tech-support, White, Male, 40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other, Male, 40, Mexico, <=50K
57, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, >50K
69, State-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, 40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, White, Female, 12, United-States, <=50K
56, Private, HS-grad, Widowed, Sales, White, Female, 25, Mexico, <=50K
49, Private, 5th-6th, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
70, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 37, United-States, <=50K
44, Private, Bachelors, Divorced, Exec-managerial, White, Female, 45, United-States, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, White, Male, 40, United-States, >50K
58, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, 58, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, White, Female, 25, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, White, Male, 55, United-States, >50K
18, Private, HS-grad, Never-married, Adm-clerical, White, Female, 25, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 50, United-States, >50K
69, Private, Some-college, Widowed, Adm-clerical, White, Female, 24, United-States, <=50K
84, Private, Masters, Never-married, Prof-specialty, White, Male, 66, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, >50K
19, Private, 12th, Never-married, Handlers-cleaners, White, Male, 20, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Black, Male, 40, United-States, <=50K
53, Private, HS-grad, Divorced, Machine-op-inspct, White, Male, 50, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Sales, White, Male, 45, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, White, Male, 24, Mexico, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 52, United-States, <=50K
34, Private, 12th, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
43, Private, 1st-4th, Widowed, Prof-specialty, White, Female, 21, Mexico, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, 24, United-States, <=50K
43, Private, Prof-school, Separated, Tech-support, White, Male, 50, Columbia, >50K
42, Private, Some-college, Married-civ-spouse, Tech-support, White, Female, 40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, White, Male, 30, United-States, <=50K
49, Self-emp-not-inc, Some-college, Widowed, Craft-repair, White, Female, 30, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Black, Male, 40, United-States, <=50K
51, Private, 1st-4th, Married-civ-spouse, Craft-repair, White, Male, 40, Mexico, <=50K
19, Private, 7th-8th, Never-married, Other-service, White, Male, 60, United-States, >50K
56, Private, 9th, Married-civ-spouse, Other-service, White, Male, 40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, White, Male, 8, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, White, Female, 37, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 56, United-States, >50K
22, Private, Some-college, Never-married, Craft-repair, White, Male, 50, United-States, <=50K
68, Private, Some-college, Divorced, Priv-house-serv, White, Female, 30, United-States, <=50K
56, Local-gov, Bachelors, Divorced, Exec-managerial, White, Female, 40, United-States, <=50K
69, Self-emp-not-inc, 9th, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, <=50K
41, Private, Bachelors, Never-married, Tech-support, White, Male, 40, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Black, Female, 40, United-States, <=50K
18, Private, 11th, Never-married, Sales, White, Female, 8, Mexico, <=50K
17, Private, 11th, Never-married, Other-service, Black, Male, 16, Haiti, <=50K
31, Private, 11th, Divorced, Handlers-cleaners, Black, Male, 40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Tech-support, White, Male, 60, United-States, >50K
20, Federal-gov, HS-grad, Never-married, Other-service, White, Female, 40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Sales, White, Male, 30, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, White, Male, 20, United-States, <=50K
42, Private, 9th, Married-civ-spouse, Craft-repair, White, Male, 40, Mexico, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, White, Male, 40, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, White, Female, 40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 55, United-States, <=50K
53, Local-gov, 5th-6th, Married-civ-spouse, Other-service, White, Male, 40, Mexico, <=50K
28, Private, 10th, Never-married, Handlers-cleaners, White, Male, 40, United-States, <=50K
28, State-gov, Some-college, Married-civ-spouse, Protective-serv, White, Male, 40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male, 45, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, White, Female, 40, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, White, Male, 8, United-States, <=50K
27, Private, HS-grad, Divorced, Other-service, White, Female, 40, United-States, <=50K
39, Private, Doctorate, Married-civ-spouse, Exec-managerial, White, Male, 45, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, White, Female, 15, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, White, Female, 50, United-States, <=50K
26, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, White, Male, 55, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, 40, United-States, >50K
49, Local-gov, Masters, Married-civ-spouse, Protective-serv, White, Male, 40, United-States, >50K
40, Private, 11th, Married-civ-spouse, Farming-fishing, White, Male, 40, United-States, <=50K
52, Private, Prof-school, Divorced, Exec-managerial, White, Male, 60, United-States, >50K
33, Private, HS-grad, Never-married, Adm-clerical, White, Male, 40, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 20, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male, 40, Japan, <=50K
21, State-gov, Some-college, Never-married, Tech-support, White, Female, 20, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, White, Male, 36, United-States, <=50K
28, Private, Assoc-acdm, Divorced, Prof-specialty, White, Female, 40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
43, Private, Bachelors, Separated, Tech-support, White, Male, 40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, White, Male, 30, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male, 40, South, <=50K
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, 50, United-States, >50K
40, Private, Assoc-acdm, Divorced, Sales, White, Female, 40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Other-service, White, Male, 40, United-States, >50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White, Male, 54, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Asian-Pac-Islander, Male, 40, Philippines, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, 85, United-States, <=50K
27, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, White, Female, 78, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
62, Private, Some-college, Divorced, Adm-clerical, White, Female, 40, United-States, <=50K
47, Private, 11th, Married-civ-spouse, Adm-clerical, White, Male, 58, United-States, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, White, Female, 50, United-States, <=50K
59, Private, Some-college, Divorced, Other-service, White, Male, 40, United-States, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, White, Female, 45, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, 45, United-States, >50K
58, Private, HS-grad, Divorced, Sales, White, Male, 36, United-States, <=50K
30, Private, Some-college, Never-married, Sales, White, Female, 60, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, White, Female, 40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Protective-serv, White, Male, 40, United-States, <=50K
70, Private, Some-college, Widowed, Exec-managerial, White, Female, 12, United-States, <=50K
29, Self-emp-not-inc, Some-college, Divorced, Craft-repair, White, Male, 50, United-States, <=50K
46, Private, Masters, Widowed, Prof-specialty, White, Female, 44, United-States, <=50K
35, Federal-gov, Some-college, Divorced, Exec-managerial, Asian-Pac-Islander, Female, 40, Philippines, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 43, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 42, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Sales, White, Male, 43, United-States, >50K
23, Private, HS-grad, Never-married, Sales, White, Male, 40, United-States, <=50K
41, Private, HS-grad, Divorced, Craft-repair, White, Male, 44, United-States, >50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, 50, United-States, >50K
26, Private, 10th, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
25, Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, 40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male, 50, United-States, >50K
28, Private, HS-grad, Never-married, Exec-managerial, White, Female, 50, United-States, <=50K
68, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male, 40, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
35, Private, Masters, Married-civ-spouse, Sales, White, Male, 40, India, <=50K
22, Private, Some-college, Never-married, Adm-clerical, White, Female, 30, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, White, Male, 50, United-States, >50K
24, Private, Some-college, Never-married, Other-service, White, Female, 40, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, 40, United-States, >50K
41, Private, HS-grad, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, White, Female, 35, United-States, <=50K
25, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, White, Female, 50, United-States, <=50K
53, State-gov, Some-college, Married-civ-spouse, Farming-fishing, White, Male, 50, United-States, <=50K
28, Local-gov, Assoc-acdm, Widowed, Prof-specialty, White, Male, 40, United-States, <=50K
30, Local-gov, Masters, Never-married, Prof-specialty, White, Female, 40, United-States, <=50K
38, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
37, Local-gov, Some-college, Divorced, Protective-serv, White, Male, 48, Germany, <=50K
30, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male, 38, United-States, <=50K
31, Private, Some-college, Divorced, Craft-repair, White, Male, 80, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 55, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 60, Greece, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 35, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 55, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 45, United-States, >50K
28, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, White, Male, 40, Mexico, <=50K
24, Private, Some-college, Never-married, Tech-support, White, Female, 16, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, 50, United-States, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Black, Male, 40, United-States, >50K
24, Private, Some-college, Never-married, Exec-managerial, White, Male, 40, United-States, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Tech-support, White, Female, 36, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Sales, White, Male, 40, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 50, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Other-service, Other, Male, 40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, White, Male, 45, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male, 60, United-States, >50K
25, Private, Bachelors, Never-married, Exec-managerial, White, Female, 20, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male, 60, United-States, <=50K
29, Private, Assoc-acdm, Divorced, Prof-specialty, White, Female, 35, United-States, <=50K
38, Private, Bachelors, Never-married, Other-service, White, Male, 40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, >50K
26, Private, Preschool, Married-spouse-absent, Machine-op-inspct, White, Male, 40, Mexico, <=50K
30, Private, HS-grad, Never-married, Other-service, White, Female, 40, United-States, <=50K
73, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male, 10, Poland, >50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male, 40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, White, Male, 40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male, 58, United-States, <=50K
18, Private, 11th, Never-married, Other-service, White, Male, 40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Black, Male, 60, United-States, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
22, Private, Some-college, Never-married, Sales, White, Male, 40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Black, Female, 40, United-States, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Asian-Pac-Islander, Female, 40, Vietnam, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, White, Male, 40, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male, 45, United-States, >50K
24, Private, Bachelors, Never-married, Sales, White, Female, 35, United-States, <=50K
33, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, White, Male, 40, Mexico, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, White, Male, 48, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, White, Female, 60, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 50, United-States, <=50K
49, Private, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 40, Columbia, <=50K
25, Private, HS-grad, Separated, Exec-managerial, White, Female, 40, United-States, <=50K
36, Private, HS-grad, Married-spouse-absent, Adm-clerical, White, Female, 40, United-States, <=50K
36, State-gov, Doctorate, Never-married, Prof-specialty, White, Male, 45, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, White, Male, 22, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, White, Female, 30, United-States, <=50K
30, Local-gov, Assoc-voc, Never-married, Protective-serv, White, Male, 40, United-States, <=50K
44, Private, Some-college, Never-married, Adm-clerical, Black, Female, 40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male, 50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 44, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 50, United-States, >50K
29, Private, Some-college, Married-spouse-absent, Sales, Asian-Pac-Islander, Female, 26, India, <=50K
20, Private, Some-college, Never-married, Other-service, White, Female, 20, United-States, <=50K
32, State-gov, Bachelors, Married-civ-spouse, Tech-support, White, Male, 20, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, White, Female, 16, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, White, Male, 40, United-States, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, White, Male, 40, United-States, <=50K
24, Private, 11th, Never-married, Other-service, Black, Female, 40, United-States, <=50K
52, Private, Assoc-voc, Divorced, Other-service, White, Male, 32, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, White, Male, 35, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Sales, White, Male, 45, United-States, >50K
50, Private, HS-grad, Divorced, Machine-op-inspct, White, Female, 48, United-States, <=50K
29, Private, Some-college, Divorced, Machine-op-inspct, White, Male, 40, United-States, <=50K
17, Private, 10th, Never-married, Tech-support, White, Male, 10, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, White, Female, 37, Puerto-Rico, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Black, Female, 32, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male, 44, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Other-service, White, Female, 30, United-States, <=50K
48, Private, Bachelors, Divorced, Prof-specialty, Black, Female, 40, United-States, <=50K
23, Private, Some-college, Never-married, Protective-serv, White, Male, 40, Mexico, <=50K
20, Private, Some-college, Never-married, Sales, Black, Male, 20, United-States, <=50K
26, Private, 7th-8th, Never-married, Machine-op-inspct, White, Male, 48, United-States, <=50K
50, Local-gov, Bachelors, Never-married, Prof-specialty, White, Female, 40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 48, United-States, >50K
26, Private, Some-college, Never-married, Other-service, White, Male, 40, Nicaragua, <=50K
47, Private, Prof-school, Divorced, Adm-clerical, White, Male, 40, United-States, <=50K
31, Private, 12th, Never-married, Sales, White, Male, 50, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, 50, United-States, >50K
28, Self-emp-not-inc, 11th, Never-married, Craft-repair, White, Male, 40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 45, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
50, Self-emp-not-inc, 10th, Divorced, Sales, White, Female, 50, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, White, Female, 40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, 20, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
33, Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, 60, United-States, >50K
34, Private, Masters, Married-civ-spouse, Prof-specialty, White, Male, 55, United-States, >50K
34, Federal-gov, Bachelors, Never-married, Exec-managerial, Asian-Pac-Islander, Male, 40, Cambodia, <=50K
24, Private, Some-college, Never-married, Exec-managerial, White, Male, 40, United-States, <=50K
55, Private, HS-grad, Divorced, Priv-house-serv, White, Female, 40, France, <=50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, White, Male, 40, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Sales, White, Male, 60, United-States, >50K
33, Private, Bachelors, Never-married, Handlers-cleaners, White, Male, 30, United-States, <=50K
51, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, White, Male, 40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
47, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
37, Private, Bachelors, Separated, Prof-specialty, White, Female, 32, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male, 40, United-States, <=50K
38, Private, Prof-school, Separated, Prof-specialty, White, Male, 35, United-States, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, 50, United-States, <=50K
35, Private, Bachelors, Divorced, Exec-managerial, White, Female, 40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, 20, United-States, >50K
35, Self-emp-not-inc, HS-grad, Never-married, Sales, Black, Female, 38, Germany, <=50K
32, Private, 11th, Married-civ-spouse, Adm-clerical, White, Male, 45, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Other-service, Black, Male, 50, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, White, Female, 15, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Black, Male, 35, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, 30, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, White, Female, 35, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, White, Male, 65, United-States, >50K
40, Private, 7th-8th, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male, 42, Cambodia, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 55, United-States, >50K
20, Private, Some-college, Never-married, Sales, Other, Female, 40, United-States, <=50K
33, Private, Some-college, Separated, Adm-clerical, White, Female, 40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, 20, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, White, Male, 32, Cuba, <=50K
34, Private, 10th, Divorced, Other-service, White, Female, 38, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 42, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 55, United-States, >50K
45, Private, Bachelors, Separated, Exec-managerial, White, Female, 55, United-States, <=50K
47, Private, HS-grad, Divorced, Other-service, White, Female, 32, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Exec-managerial, White, Female, 40, United-States, >50K
34, Private, Bachelors, Never-married, Sales, White, Male, 38, United-States, <=50K
34, Private, Bachelors, Divorced, Prof-specialty, White, Female, 40, United-States, >50K
39, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, <=50K
29, Private, Some-college, Divorced, Prof-specialty, White, Female, 24, United-States, <=50K
42, Self-emp-inc, Some-college, Never-married, Sales, White, Male, 60, United-States, <=50K
48, Private, 11th, Separated, Other-service, Black, Female, 35, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Black, Male, 40, United-States, >50K
51, Private, Some-college, Widowed, Adm-clerical, White, Female, 45, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, White, Male, 90, United-States, <=50K
46, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, >50K
51, Private, Doctorate, Divorced, Craft-repair, White, Female, 60, United-States, >50K
32, Private, Some-college, Never-married, Craft-repair, White, Female, 40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, White, Male, 45, United-States, <=50K
64, Self-emp-not-inc, Masters, Divorced, Prof-specialty, White, Male, 50, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 50, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
39, Private, HS-grad, Never-married, Sales, White, Female, 40, Poland, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, 48, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Sales, White, Male, 42, United-States, >50K
55, Private, 7th-8th, Married-civ-spouse, Transport-moving, White, Male, 50, United-States, <=50K
42, Private, Assoc-acdm, Divorced, Prof-specialty, White, Female, 24, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female, 50, Thailand, >50K
32, Private, 9th, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
50, Federal-gov, 11th, Never-married, Sales, Black, Female, 40, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male, 40, Philippines, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, <=50K
33, Private, 9th, Divorced, Machine-op-inspct, White, Male, 35, United-States, <=50K
